id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhy6dqf00j9l4044ktb4c5n,LH-NACLO-2010-A,NACLO 2010 Problem A,NACLO,2010,2,/olympiad-problems/NACLO/by-year/2010/naclo-2010-A-problem.pdf,2,semantics,"logical-reasoning,pattern-recognition,beginner-friendly","Noun countability puzzle; categorize food items using English grammar clues (countable/uncountable)"
cmhhy6j8b00jdl404v7tuogzk,LH-NACLO-2010-B,NACLO 2010 Problem B,NACLO,2010,2,/olympiad-problems/NACLO/by-year/2010/naclo-2010-B-problem.pdf,2,morphology-verb,"pattern-recognition,austronesian,oceania,segmentation","Abma (Vanuatu) verb morphology; directional affixes (up/down/here) and aspect markers"
cmhhy6owa00jhl404p72sxjry,LH-NACLO-2010-C,NACLO 2010 Problem C,NACLO,2010,2,/olympiad-problems/NACLO/by-year/2010/naclo-2010-C-problem.pdf,3,writing-systems,"pattern-recognition,indo-european,asia,europe","Armenian alphabet decipherment using Yerevan metro map; 15 points"
cmhhy6ue000jll404auhxdl69,LH-NACLO-2010-D,NACLO 2010 Problem D,NACLO,2010,2,/olympiad-problems/NACLO/by-year/2010/naclo-2010-D-problem.pdf,2,syntax,"logical-reasoning,comparative-method,indo-european","Syntactic attachment ambiguity; English-Spanish comparison; preserving ambiguity in translation"
cmhhy6zv500jpl404jg7onsdq,LH-NACLO-2010-E,NACLO 2010 Problem E,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-E-problem.pdf,4,other,"logical-reasoning,multi-step,complex-data,cipher","Variable-length encoding (Huffman-like compression); spy watch texting system; 25 points"
cmhhy756d00jtl4041yyz9c12,LH-NACLO-2010-F,NACLO 2010 Problem F,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-F-problem.pdf,3,morphology-noun,"pattern-recognition,turkic,asia,rule-discovery","Turkish derivational morphology; vowel harmony; agent/adjective suffixes; loan word identification"
cmhhy7cnx00jxl4045exwyn1o,LH-NACLO-2010-G,NACLO 2010 Problem G,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-G-problem.pdf,4,morphology-verb,"pattern-recognition,sino-tibetan,asia,multi-step,segmentation","Tangkhul complex verb morphology; three-way number distinction (sg/dl/pl); TAM and reciprocal markers; 20 points"
cmhhy7k9500k1l4049hiici0z,LH-NACLO-2010-H,NACLO 2010 Problem H,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-H-problem.pdf,3,phonology,"pattern-recognition,rule-discovery,austronesian,asia","Minangkabau play languages (Sorba/Solabar); phonological transformation rules like Pig Latin"
cmhhy7pkm00k5l404640b2b74,LH-NACLO-2010-I,NACLO 2010 Problem I,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-I-problem.pdf,3,syntax,"logical-reasoning,dravidian,asia,rule-discovery","Syntactic tree structures and formal grammar; Malayalam grammaticality judgments"
cmhhy7uw300k9l404vb04m31q,LH-NACLO-2010-J,NACLO 2010 Problem J,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-J-problem.pdf,3,writing-systems,"pattern-recognition,native-american,americas,morphology-noun","Plains Cree syllabics decipherment; diminutive formation with morphophonological changes"
cmhhy80dl00kdl4044fdtj8jg,LH-NACLO-2010-K,NACLO 2010 Problem K,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-K-problem.pdf,4,other,"logical-reasoning,pattern-recognition,cipher,multi-step","Call center abbreviation matching; computational text normalization; encoded cipher symbols with typos"
cmhhy85v700khl404f73m0eq2,LH-NACLO-2010-L,NACLO 2010 Problem L,NACLO,2010,3,/olympiad-problems/NACLO/by-year/2010/naclo-2010-L-problem.pdf,3,number-systems,"pattern-recognition,native-american,americas,logical-reasoning","Cuzco Quechua money counting system based on colonial Spanish reales; 15 points"
cmhhy8b7300kll4046k8xl49d,LH-NACLO-2010-M,NACLO 2010 Problem M,NACLO,2010,4,/olympiad-problems/NACLO/by-year/2010/naclo-2010-M-problem.pdf,3,semantics,"logical-reasoning,multi-step","Formal semantics; entailment vs presupposition relationships; requires generating examples"
cmhhy8got00kpl404fby856an,LH-NACLO-2010-N,NACLO 2010 Problem N,NACLO,2010,4,/olympiad-problems/NACLO/by-year/2010/naclo-2010-N-problem.pdf,4,writing-systems,"pattern-recognition,sino-tibetan,asia,ancient,complex-data","Vietnamese Chữ Nôm (Chinese character-based script); semantic and phonetic components; 15 points"
cmhhy8m0i00ktl40412vwulzx,LH-NACLO-2010-O,NACLO 2010 Problem O,NACLO,2010,4,/olympiad-problems/NACLO/by-year/2010/naclo-2010-O-problem.pdf,4,morphology-noun,"pattern-recognition,austronesian,oceania,multi-step,unusual-feature","Tanna (Vanuatu) complex possession system; inalienable vs alienable; multiple possessive categories; 15 points"
cmhhy8rj800kxl404x9xz7w8o,LH-NACLO-2010-P,NACLO 2010 Problem P,NACLO,2010,4,/olympiad-problems/NACLO/by-year/2010/naclo-2010-P-problem.pdf,3,other,"pattern-recognition,native-american,americas,logical-reasoning","Inca khipu (knotted string records); numerical/visual pattern recognition in undeciphered system"
